Customer_ID,Age,Employment_Status,Credit_Card_Type,Location,Income,Credit_Score,Credit_Utilization,Missed_Payments,Loan_Balance,Debt_to_Income_Ratio,Account_Tenure,Payment_Risk_Score,Delinquent_Account,ML_Risk_Score,ML_Risk_Tier,Top_Risk_Factor
CUST0419,66,Employed,Platinum,Los Angeles,107658,452,0.709930836,4,46333,0.336717016,16,4,0,0.1885,Low Risk,Age
CUST0420,63,Unemployed,Business,Los Angeles,65990,766,0.223891331,3,62253,0.176540755,0,5,0,0.0295,Low Risk,Credit_Utilization
CUST0421,70,Self-employed,Student,Los Angeles,180983,711,0.05,2,73733,0.200010007,9,9,0,0.041,Low Risk,Credit_Utilization
CUST0422,48,Employed,Standard,Los Angeles,196415,415,0.71267497,6,95276,0.276281226,18,6,0,0.0663,Low Risk,Month_5
CUST0423,52,Employed,Student,Houston,179506,398,0.254239916,3,59691,0.307892782,14,5,0,0.0971,Low Risk,Month_3
CUST0424,50,Employed,Business,Phoenix,71570,634,0.542548968,2,36820,0.269636146,9,7,1,0.962,High Risk,Age
CUST0425,69,Unemployed,Student,Houston,104588,811,0.186865625,0,65548,0.343311596,18,9,0,0.0374,Low Risk,Credit_Utilization
CUST0426,38,Employed,Platinum,Houston,146800,500,0.759550997,3,29584,0.338846642,11,7,0,0.2395,Low Risk,Month_3
CUST0427,49,Employed,Gold,New York,163216,768,1.0,6,60530,0.452936681,15,7,0,0.1775,Low Risk,Credit_Utilization
CUST0428,40,Self-employed,Gold,New York,193677,320,0.536561382,4,36913,0.290471465,8,7,0,0.0936,Low Risk,Month_3
CUST0429,50,Unemployed,Business,New York,38049,673,0.48117947,2,62342,0.419456343,14,4,0,0.1216,Low Risk,Month_2
CUST0430,20,Unemployed,Gold,Chicago,129821,536,0.435572085,4,49798,0.392072551,16,6,1,0.988,High Risk,Month_3
CUST0431,35,Self-employed,Gold,New York,115235,691,0.656359862,6,95276,0.529397728,13,6,0,0.0818,Low Risk,Missed_Payments
CUST0432,42,Self-employed,Standard,Phoenix,108610,467,0.61353735,1,55812,0.287274198,17,6,0,0.0654,Low Risk,Month_3
CUST0433,59,Employed,Business,Houston,31364,739,0.700699691,2,24851,0.257964128,1,5,0,0.3168,Low Risk,Month_4
CUST0434,48,Unemployed,Business,Phoenix,184160,572,0.374416695,3,78289,0.425769422,3,7,0,0.0975,Low Risk,Month_5
CUST0435,71,Retired,Gold,New York,59238,401,0.568023541,2,20052,0.338543257,17,8,0,0.0172,Low Risk,Month_4
CUST0436,20,Unemployed,Gold,Chicago,68682,339,0.391506387,4,88778,0.428165922,6,5,0,0.0091,Low Risk,Month_2
CUST0437,57,Employed,Gold,Chicago,28807,794,0.28845687,0,95136,0.37167988,12,8,0,0.2041,Low Risk,Month_4
CUST0438,63,Employed,Platinum,Houston,107658,799,0.491796916,2,41743,0.1,14,4,0,0.1022,Low Risk,Debt_to_Income_Ratio
CUST0439,41,Employed,Student,Phoenix,20569,427,0.315497454,3,87110,0.337632178,0,2,0,0.0379,Low Risk,Income
CUST0440,67,Employed,Platinum,Los Angeles,25916,762,0.7347454,1,45776,0.33112159,10,8,0,0.0071,Low Risk,Month_2
CUST0441,49,Employed,Business,Phoenix,127566,328,0.327615924,5,82438,0.31331069,9,12,0,0.0641,Low Risk,Month_5
CUST0442,64,Self-employed,Standard,New York,33888,398,0.572709188,0,1806,0.286775695,4,6,0,0.1755,Low Risk,Month_6
CUST0443,39,Employed,Student,Los Angeles,152162,446,0.37931554,1,4106,0.140785647,15,1,0,0.1215,Low Risk,Account_Tenure
CUST0444,40,Employed,Standard,Chicago,170026,788,0.55541255,2,95376,0.387417692,10,3,0,0.0788,Low Risk,Month_2
CUST0445,19,Employed,Business,Houston,51187,549,0.395200685,4,65387,0.337376843,5,8,0,0.0058,Low Risk,Month_5
CUST0446,44,Employed,Business,Houston,108396,378,0.248557745,6,85678,0.41019567,8,4,1,0.9681,High Risk,Month_5
CUST0447,59,Employed,Standard,Chicago,16062,690,0.596754548,4,73117,0.146124448,12,6,0,0.138,Low Risk,Month_5
CUST0448,19,Retired,Standard,New York,167617,700,0.452916876,3,52256,0.350713449,7,9,0,0.0353,Low Risk,Month_2
CUST0449,43,Employed,Standard,Chicago,187627,584,0.557196988,4,10778,0.276534066,13,6,0,0.0186,Low Risk,Month_5
CUST0450,34,Employed,Business,New York,115235,781,0.414231413,0,62010,0.314378801,0,6,0,0.0719,Low Risk,Month_6
CUST0451,57,Employed,Gold,Los Angeles,107658,528,0.234412697,4,29845,0.277684037,16,3,0,0.0732,Low Risk,Credit_Utilization
CUST0452,50,Employed,Standard,Chicago,99076,332,0.716635719,3,62010,0.354360793,4,8,0,0.0289,Low Risk,Month_5
CUST0453,26,Employed,Student,New York,190333,462,0.647351551,5,29416,0.283712688,1,9,1,0.2488,Low Risk,Age
CUST0454,60,Self-employed,Business,Los Angeles,65612,588,0.386607805,2,45776,0.194808507,8,7,0,0.0791,Low Risk,Month_2
CUST0455,71,Employed,Platinum,Chicago,162851,622,0.513955843,6,77743,0.308642542,3,8,0,0.0461,Low Risk,Age
CUST0456,65,Self-employed,Platinum,Houston,75566,338,0.708403897,2,83236,0.278582546,16,5,0,0.0395,Low Risk,Month_2
CUST0457,56,Self-employed,Student,Chicago,177993,739,0.408592333,4,24120,0.291660638,16,5,0,0.1629,Low Risk,Month_3
CUST0458,46,Employed,Gold,Phoenix,38049,758,0.439623099,1,71588,0.1,17,7,0,0.0536,Low Risk,Month_2
CUST0459,59,Retired,Standard,Chicago,107658,350,0.5487265,2,24835,0.368263608,15,6,0,0.0795,Low Risk,Month_5
CUST0460,72,Unemployed,Business,Phoenix,125448,354,0.408181787,5,45776,0.268533638,7,8,0,0.2647,Low Risk,Month_4
CUST0461,43,Employed,Standard,Los Angeles,146800,459,0.671418399,4,17913,0.165184643,10,7,1,0.9361,High Risk,Month_2
CUST0462,52,Employed,Business,Chicago,134180,757,0.466219844,6,16693,0.392256352,17,8,0,0.0362,Low Risk,Month_2
CUST0463,67,Retired,Platinum,Los Angeles,64922,658,0.343192825,3,67397,0.363636573,9,4,0,0.2008,Low Risk,Month_4
CUST0464,42,Retired,Standard,Los Angeles,107658,837,0.621727766,5,45776,0.26726798,12,5,0,0.0557,Low Risk,Month_2
CUST0465,41,Employed,Student,New York,24435,766,0.27157387,4,60530,0.184783062,16,9,0,0.0037,Low Risk,Month_5
CUST0466,30,Unemployed,Gold,Los Angeles,107658,664,0.902975712,5,45776,0.317803073,17,7,0,0.046,Low Risk,Month_2
CUST0467,24,Retired,Student,Los Angeles,193998,700,0.816499273,2,18952,0.312310608,9,6,0,0.1772,Low Risk,Month_6
CUST0468,74,Self-employed,Gold,Chicago,164143,580,0.602699095,6,44449,0.392433428,15,8,0,0.0256,Low Risk,Missed_Payments
CUST0469,53,Unemployed,Standard,Chicago,191615,796,0.585866204,3,42551,0.255626449,19,5,0,0.4119,Medium Risk,Account_Tenure
CUST0470,62,Employed,Standard,Houston,75566,845,0.576488284,4,82482,0.419492213,4,8,0,0.0212,Low Risk,Month_6
CUST0471,37,Unemployed,Gold,New York,167424,813,0.402181043,0,33772,0.2459747,12,5,0,0.1715,Low Risk,Month_3
CUST0472,18,Employed,Platinum,Los Angeles,53513,617,0.559461929,3,43870,0.165416822,17,4,0,0.0461,Low Risk,Month_4
CUST0473,25,Unemployed,Business,New York,155932,754,0.315373478,0,23685,0.186771724,16,6,0,0.0492,Low Risk,Month_4
CUST0474,63,Self-employed,Student,Phoenix,107658,475,0.600763684,5,75316,0.293758846,8,7,0,0.3563,Low Risk,Month_3
CUST0475,33,Employed,Student,Los Angeles,38049,508,0.673569389,1,60348,0.293448549,13,4,0,0.0918,Low Risk,Age
CUST0476,31,Employed,Student,New York,169786,822,0.42438278,3,48437,0.332786114,16,6,0,0.0045,Low Risk,Month_2
CUST0477,29,Employed,Standard,Houston,52744,796,0.380979641,5,44439,0.290962597,3,8,0,0.0071,Low Risk,Month_5
CUST0478,68,Employed,Student,Houston,24435,307,0.257504595,0,20374,0.397731852,17,5,1,0.9462,High Risk,Month_3
CUST0479,40,Unemployed,Business,Los Angeles,87474,429,0.791591047,2,26417,0.27389059,19,3,0,0.1579,Low Risk,Month_3
CUST0480,32,Retired,Business,Phoenix,86726,799,0.396867193,2,54622,0.100372374,14,4,0,0.0089,Low Risk,Month_4
CUST0481,45,Employed,Gold,Houston,59482,346,0.460252193,1,85678,0.287890331,10,4,0,0.2587,Low Risk,Month_4
CUST0482,51,Employed,Standard,Houston,59811,792,0.560031117,3,45776,0.1,11,4,0,0.2161,Low Risk,Debt_to_Income_Ratio
CUST0483,19,Employed,Business,Phoenix,107658,766,0.556441529,3,45776,0.327139098,8,7,0,0.0741,Low Risk,Month_5
CUST0484,49,Employed,Platinum,New York,147396,401,0.649312019,3,7468,0.4057193,12,5,0,0.2501,Low Risk,Month_5
CUST0485,40,Employed,Standard,Houston,116570,556,0.424134016,5,76567,0.201377551,14,5,0,0.0831,Low Risk,Month_4
CUST0486,39,Employed,Standard,Chicago,39285,567,0.272266412,6,37463,0.441855669,14,8,0,0.0168,Low Risk,Month_2
CUST0487,68,Retired,Business,Houston,43732,524,0.237266938,6,53553,0.384283124,4,1,0,0.0199,Low Risk,Credit_Utilization
CUST0488,42,Unemployed,Platinum,New York,188420,550,0.384148953,1,86846,0.420648016,18,7,0,0.0649,Low Risk,Month_2
CUST0489,39,Self-employed,Gold,New York,115497,665,0.309629905,3,64110,0.318956386,19,6,0,0.0404,Low Risk,Month_2
CUST0490,39,Employed,Business,Los Angeles,153877,618,0.439276659,5,36029,0.200723482,13,3,0,0.0823,Low Risk,Month_2
CUST0491,66,Self-employed,Platinum,Chicago,54954,825,0.761515762,2,77743,0.378081543,16,5,0,0.0177,Low Risk,Month_2
CUST0492,69,Employed,Standard,New York,177993,818,0.424544359,0,32630,0.237539909,17,8,0,0.0146,Low Risk,Month_2
CUST0493,59,Unemployed,Platinum,Phoenix,191517,813,0.424469828,5,23047,0.311788451,2,7,0,0.1458,Low Risk,Month_2
CUST0494,23,Unemployed,Standard,Chicago,168487,306,0.496720245,6,5539,0.282864901,1,4,0,0.0324,Low Risk,Month_5
CUST0495,32,Employed,Business,Chicago,107658,811,0.418875002,6,16699,0.412469586,0,3,1,0.9838,High Risk,Missed_Payments
CUST0496,71,Retired,Business,Phoenix,48307,688,0.486521753,2,12707,0.373032701,9,3,0,0.1901,Low Risk,Month_3
CUST0497,60,Unemployed,Student,Houston,86180,836,0.608173844,2,45595,0.29194342,18,5,1,0.5376,Medium Risk,Account_Tenure
CUST0498,54,Employed,Student,Phoenix,152326,847,0.676950211,0,44449,0.104839281,16,5,0,0.0566,Low Risk,Account_Tenure
CUST0499,50,Employed,Student,Phoenix,105852,343,0.70064264,2,11155,0.236477253,11,6,1,0.941,High Risk,Month_4
CUST0500,25,Self-employed,Business,Houston,40945,442,0.911370444,1,36968,0.370422229,0,5,0,0.4819,Medium Risk,Credit_Utilization
